PERSON_ID,PERSON_TYPE,CRASH_RECORD_ID,RD_NO_x,VEHICLE_ID,CRASH_DATE_x,CITY,STATE,ZIPCODE,SEX,AGE,SAFETY_EQUIPMENT,AIRBAG_DEPLOYED,EJECTION,INJURY_CLASSIFICATION,DRIVER_ACTION,DRIVER_VISION,PHYSICAL_CONDITION,BAC_RESULT,CRASH_YEAR_x,RD_NO_y,CRASH_DATE_y,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,CRASH_YEAR_y,TIME
O1051593,DRIVER,bec99ae73ecec066d07026c5fc69cccddbd5249fde97d964c001acb6d4180c6d422de447d07ce9222339755881a7ff7dcda967b796026199246d939af3b9f88b,JE155592,997095.0,03/01/2021 07:15:00 AM,CHICAGO,IL,60649,F,50.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE155592,03/01/2021 07:15:00 AM,35,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,Y,"OVER $1,500",03/01/2021 07:19:00 AM,IMPROPER LANE USAGE,DISREGARDING ROAD MARKINGS,2000,E,HAYES DR,331.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7,2,3,41.780503236,-87.577547876,POINT (-87.577547876387 41.780503235854),2021,435
O1124429,DRIVER,451088e0383b0e06182a503e91a0a8bc3a87de93255d056cdb7e402c74523196a572e401db2f5d6daf6a5142abebd5371f0ef4940cd75d774cb513c9f62689dc,JE276256,1066561.0,06/23/2021 12:03:00 AM,CHICAGO,IL,60621,F,28.0,SAFETY BELT USED,NOT APPLICABLE,NONE,NONINCAPACITATING INJURY,NONE,UNKNOWN,NORMAL,TEST NOT OFFERED,2021,JE276256,06/23/2021 12:03:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,Y,"OVER $1,500",06/23/2021 12:15:00 AM,DISREGARDING STOP SIGN,NOT APPLICABLE,832,E,82ND ST,631.0,3,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0,4,6,41.745921725,-87.60375398,POINT (-87.603753979506 41.745921724582),2021,3
O1081076,DRIVER,8d577f826d82c6cc4b3ecf22174419478eddf99cd44ec64a5b802271fb28d8d0949fa4456b91ab833c0bdbb53585a978bb70b2ab90cbfae10877fe9dfefe2c4e,JE207092,1025314.0,04/22/2021 06:00:00 PM,CHICAGO,IL,60620,M,26.0,USAGE UNKNOWN,DID NOT DEPLOY,UNKNOWN,"REPORTED, NOT EVIDENT",UNKNOWN,UNKNOWN,UNKNOWN,TEST NOT OFFERED,2021,JE207092,04/22/2021 06:00:00 PM,30,STOP SIGN/FLASHER,UNKNOWN,UNKNOWN,UNKNOWN,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,N,"OVER $1,500",04/22/2021 07:20:00 PM,NOT APPLICABLE,NOT APPLICABLE,8801,S,STONY ISLAND AVE,412.0,2,"REPORTED, NOT EVIDENT",2.0,0.0,0.0,0.0,2.0,0.0,0.0,18,5,4,41.735004576,-87.58502866,POINT (-87.58502865972 41.735004576136),2021,1080
O1242116,DRIVER,db2700e348aa11b3df958b1d0dcef4853f60058320527347a101f848b8130702f21487d5b231a43ecf6d3b0dd95c46af89382dba6bddbd34afe58be5fad85330,JE470671,1178921.0,12/08/2021 04:29:00 PM,CHICAGO,IL,60625,M,43.0,USAGE UNKNOWN,DEPLOYMENT UNKNOWN,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN,UNKNOWN,TEST NOT OFFERED,2021,JE470671,12/08/2021 04:29:00 PM,30,STOP SIGN/FLASHER,UNKNOWN,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,"OVER $1,500",12/08/2021 05:50:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,5658,N,CALIFORNIA AVE,2011.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,4,12,41.984845913,-87.69936260200001,POINT (-87.699362602422 41.984845913096),2021,989
O1178286,DRIVER,bad5641f9c9db63c9e5a1e2c8fbf99643ccbc504dfeb6697f4ab7519213154e5c3e2a7e726ee4057ce153e01fca267351d1e2460465e8c65edd168aa573fd7ad,JE364450,1117817.0,09/07/2021 09:50:00 AM,CHICAGO,IL,60651,F,42.0,SAFETY BELT USED,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE364450,09/07/2021 09:50:00 AM,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,Y,"OVER $1,500",09/07/2021 10:00:00 AM,DISREGARDING STOP SIGN,FAILING TO REDUCE SPEED TO AVOID CRASH,4235,W,KAMERLING AVE,2534.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9,3,9,41.905171555,-87.73271643,POINT (-87.732716430081 41.905171555484),2021,590
O1090636,DRIVER,916077722f256a7be68707103afd252becf8ea7d07a0cf3efca8dfc470ca734dea656d24ebce4fccec5bde1364844654b44b0a0137ad360b563bf4b0c1f5ecb7,JE222594,1034438.0,05/07/2021 12:27:00 PM,BERWYN,IL,60402,F,41.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,UNKNOWN,NOT OBSCURED,UNKNOWN,TEST NOT OFFERED,2021,JE222594,05/07/2021 12:27:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,N,"OVER $1,500",05/07/2021 01:20:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,599,S,ASHLAND AVE,1231.0,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,4.0,0.0,12,6,5,41.8742514,-87.666453359,POINT (-87.666453358949 41.87425139966),2021,747
O1048366,DRIVER,a786746a789f82d7b26c95a6888109daa6d625d7567a661e2c115a94dfe6c843209c83f9975249f9ff195a4f5bd51b43048c02b679d12d615500f65d1d764c3d,JE149910,993991.0,02/23/2021 01:20:00 PM,DEEFIELD,IL,60015,F,52.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST TAKEN,2021,JE149910,02/23/2021 01:20:00 PM,30,FLASHING CONTROL SIGNAL,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,Y,Y,"OVER $1,500",02/23/2021 01:27:00 PM,DISREGARDING TRAFFIC SIGNALS,FAILING TO YIELD RIGHT-OF-WAY,431,W,FULLERTON PKWY,1812.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,3,2,41.925474048000005,-87.64052768799999,POINT (-87.640527687693 41.925474047791),2021,800
O1182310,DRIVER,6b43a83ad444b666b5bcd47e2f16a6a60a7fa7d93d6c0167f088e412e57b4c9ea7a630a27fba62676c92126b064fbfe6f27f04975bc535359232472af856e46f,JE371212,1121678.0,09/12/2021 06:00:00 AM,CHICAGO,IL,60649,M,60.0,SAFETY BELT USED,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE371212,09/12/2021 06:00:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAWN,REAR END,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,$500 OR LESS,09/12/2021 09:30:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,340,N,MICHIGAN AVE,111.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6,1,9,41.887705769,-87.62470385799999,POINT (-87.624703858025 41.88770576912),2021,360
O1079077,DRIVER,aba1582a58377c5c37acbcd716a7fa9f931f89581b80221fc28c32799ab9019bb24a95dcc48823bbc8f8268cda3022ca436a8355dca8433b7b964eb6fb7d22e0,JE203697,1023374.0,04/19/2021 10:32:00 AM,CHICAGO,IL,60619,F,60.0,SAFETY BELT USED,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE203697,04/19/2021 10:32:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,OTHER,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,Y,"$501 - $1,500",04/19/2021 10:35:00 AM,IMPROPER TURNING/NO SIGNAL,UNABLE TO DETERMINE,559,E,79TH ST,624.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,2,4,41.751088525,-87.610139533,POINT (-87.610139533483 41.751088525058),2021,632
O1059480,DRIVER,cfe9f8c5f7abea1392fb155e9785a906e9a569874cd3e4abae4bcaf45a80104698eb13ea15d7ef946dc31a0e25a84ebfb8683ffc8631556ea2344c55d678ce3e,JE170506,1004711.0,03/16/2021 01:00:00 PM,CHICAGO,IL,60651,M,47.0,SAFETY BELT USED,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE170506,03/16/2021 01:00:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,"$501 - $1,500",03/16/2021 01:10:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2800,W,MADISON ST,1222.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,3,3,41.881185443,-87.69636210899999,POINT (-87.696362109063 41.88118544276),2021,780
O1080621,DRIVER,2932270913687b162db2ab961e71ca5eff032f11ad1686ecf1b5cce99aef10b9cb2556c4040dc3aee79ead948af60dbefb7f46c267318bfd24361f86815b3b0e,JE206323,1024855.0,04/22/2021 02:23:00 AM,HAMMOND,IN,46323,M,16.0,USAGE UNKNOWN,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,FAILED TO YIELD,UNKNOWN,NORMAL,TEST NOT OFFERED,2021,JE206323,04/22/2021 02:23:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,N,"OVER $1,500",04/22/2021 02:23:00 AM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,1600,E,87TH ST,412.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2,5,4,41.737030992,-87.58508645399999,POINT (-87.585086453532 41.737030992315),2021,143
O1210528,DRIVER,4b026061b147b3678618e2e76349157b32294c9324dea2e94556d6d8eaf866329019be9f967562cd1f7a4e333987314b211f73f8e7c83bc81a050d3eafb9248d,JE418602,1148611.0,10/22/2021 12:20:00 PM,CHICAGO,IL,60605,F,48.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE418602,10/22/2021 12:20:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,CENTER TURN LANE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,N,Y,"OVER $1,500",10/22/2021 12:23:00 PM,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NOT APPLICABLE,1151,S,WABASH AVE,123.0,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12,6,10,41.867752912,-87.625685836,POINT (-87.62568583618 41.867752911949),2021,740
O1126109,DRIVER,44d74a6562105c263cda131cfe960eb762f2c8802c08f54bff3689a6a9b9a79e3e02c5e6e0ae7b6a46c8bef270b9a9d111a6c9139b2e7fbfbc6aac061ca2b89e,JE279179,1068176.0,06/25/2021 02:12:00 PM,ROSELAND,NJ,07068,M,40.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE279179,06/25/2021 02:12:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,$500 OR LESS,06/25/2021 03:00:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,799,W,DIVISION ST,1822.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14,6,6,41.903527671,-87.648073646,POINT (-87.648073645642 41.903527671183),2021,852
O1181453,DRIVER,5908574bf032fca1366d813ff29804570f79b6f0f3bc23e290b792c2f0e43a07aa17c9e5c258782ae86f1525fba276238fcbd064bc49539ec6a0205e3e12214f,JE369753,1125013.0,09/11/2021 02:00:00 PM,CHICAGO,IL,60651,M,19.0,SAFETY BELT USED,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE369753,09/11/2021 02:00:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,"$501 - $1,500",09/11/2021 02:30:00 PM,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",2200,S,DAMEN AVE,1034.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,7,9,41.852127661,-87.675985449,POINT (-87.675985449051 41.852127660753),2021,840
O1238635,DRIVER,f3abc21a94f3e0bade7a56c4a86ac925936287a8e66cc723789d340a4513d138c3a3022319d8cf310c396b03ccaa5456ced3ddf659a7d5e96282751ddc7934f3,JE464629,1175605.0,12/03/2021 10:30:00 AM,CHICAGO,IL,60649,F,42.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,TEST NOT OFFERED,2021,JE464629,12/03/2021 10:30:00 AM,25,YIELD,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT REPORTED,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,N,Y,"OVER $1,500",12/03/2021 10:44:00 AM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,7610,S,EXCHANGE AVE,421.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,6,12,41.756947081,-87.558179965,POINT (-87.558179964912 41.756947081388),2021,630
O1068065,DRIVER,96ee6197b464d5975463821db82a57c5e5ba4b1674de4bef74442320cdad4b33f61d7a61cfb924e1e796511b5425bf90c6841b90d9ad5556b93797c91f314799,JE185337,1012921.0,03/30/2021 04:50:00 PM,CHICAGO,IL,60618,M,74.0,SAFETY BELT USED,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,OTHER,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE185337,03/30/2021 04:50:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,"OVER $1,500",03/31/2021 02:15:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,3200,W,IRVING PARK RD,1724.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,3,3,41.954029047,-87.708077494,POINT (-87.708077493832 41.954029046919),2021,1010
O1142979,DRIVER,3adc042b340b96a587b9a5524b8ede1281c27c881da92806872a0c1636ce744201ff865f71b2cb1af5388024d505dc0f58ee8dfd20d7a357fa5467ada607e4f3,JE306671,1084193.0,07/19/2021 01:00:00 PM,CHICAGO,IL,60639,M,36.0,SAFETY BELT USED,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE306671,07/19/2021 01:00:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,"$501 - $1,500",07/19/2021 01:15:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,5800,W,GRAND AVE,2515.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,2,7,41.919774901,-87.770726526,POINT (-87.770726525828 41.919774900971),2021,780
O1105834,DRIVER,ab9b58a5dd76302203b6d0d2cb89ea408f0cf190852e6b06e9bdb4a2a0b6c377b350d4a28cdec637dd2ace2d577dbee911302d9b36e0586eea89b5f7c622ea5f,JE246922,1048998.0,05/29/2021 02:50:00 PM,SOUTH HOLLAND,IL,60473,M,55.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE246922,05/29/2021 02:50:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,Y,"$501 - $1,500",05/29/2021 03:09:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,10901,S,STATE ST,513.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,7,5,41.696185441,-87.623060956,POINT (-87.623060955642 41.696185441403),2021,890
O1029350,DRIVER,bf8688c5d4a819aeb3fd4a60115a98040c520be8b917cb5cfa991d912d5bbea54efa036ee3dadc79b3ea7eadacfe82a8390d0d214ade867413f0515c65757ce0,JE121305,975609.0,01/23/2021 04:10:00 PM,GLEN ELLYN,IL,60137,M,30.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE121305,01/23/2021 04:10:00 PM,20,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,Y,"OVER $1,500",01/23/2021 04:14:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,4726,W,47TH ST,815.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16,7,1,41.807748614,-87.741873561,POINT (-87.741873561246 41.807748613642),2021,970
O1113353,DRIVER,6f077e069b113fe87233c0edb304d6fb343fcb1ba6ed08039a5e401159165ac57cbe389412e5358bc0f6f7f6e76c07f12502210e120ed52c318fd1a07fb3aff1,JE258882,1056155.0,06/08/2021 07:00:00 PM,CHICAGO,IL,60639,F,29.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE258882,06/08/2021 07:00:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,Y,"OVER $1,500",06/08/2021 07:41:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,299,S,CENTRAL AVE,1522.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19,3,6,41.876586533,-87.76457987399999,POINT (-87.76457987401 41.876586533336),2021,1140
O1223930,DRIVER,3ddcb963412a9eff616cf9f4391579bdae8c47d5f524180292eeb4a11422052debf90d8d9c4e7f005a08aee1a3404b6ea2c5f58123d6686264ae4bd8a3e4afb5,JE739962,1161435.0,11/09/2021 09:10:00 PM,WOODRIDGE,IL,60517,F,34.0,USAGE UNKNOWN,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE739962,11/09/2021 09:10:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,"$501 - $1,500",11/09/2021 09:40:00 PM,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER TURNING/NO SIGNAL,7058,N,RIDGE BLVD,2411.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21,3,11,42.010474798000004,-87.68258839100001,POINT (-87.682588391089 42.01047479826),2021,1270
O1123696,DRIVER,b3a338d9e6c94cdf79ba8d9afb2508a35dd8e6b54e3df34da7eb433f6149204c00811195e0d78daaa65cb6d50c926c7c209de8bf20ec3e1310a6c3b069bd847a,JE274923,1065857.0,06/21/2021 05:03:00 PM,MELROSE PARK,IL,60160,F,55.0,SAFETY BELT USED,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE274923,06/21/2021 05:03:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,"OVER $1,500",06/21/2021 09:50:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,6600,W,NORTH AVE,2513.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,2,6,41.909201161999995,-87.789914626,POINT (-87.789914626251 41.909201161636),2021,1023
O1240527,DRIVER,9d8888ef95ff586e319812eba90904a76dda04af53479deb68f0bb3ec70c3259b4f0c00befadea00443c14616713c15fb534fca30c1a8533f5f56d0881ed69f7,JE467605,1177428.0,12/06/2021 08:35:00 AM,CHICAGO,IL,60620,M,28.0,USAGE UNKNOWN,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,TEST NOT OFFERED,2021,JE467605,12/06/2021 08:35:00 AM,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,Y,"OVER $1,500",12/06/2021 08:36:00 AM,IMPROPER TURNING/NO SIGNAL,UNABLE TO DETERMINE,7900,S,EAST END AVE,414.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,2,12,41.751428609,-87.58303693100001,POINT (-87.583036930848 41.751428609075),2021,515
O1201409,DRIVER,073bbfd58a17258832b7449990dd28c4a48e2a4cfaf3911f92142b4fd5df4a042e91505445789ca110bc0682e23b2a539d171e247e582b3ab901fcc1a398f78a,JE403219,1139957.0,10/08/2021 08:28:00 PM,SPRINGFIELD,IL,62704,F,32.0,USAGE UNKNOWN,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE403219,10/08/2021 08:28:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,FOUR WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,"$501 - $1,500",10/08/2021 08:29:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,398,E,43RD ST,214.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20,6,10,41.816747676,-87.616544448,POINT (-87.61654444763 41.816747675693),2021,1228
